image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size,iou
006139.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006139.png,685,130,742,300,0,0.591466188,1224,370,
006139.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006139.png,917,144,948,283,0,0.736749232,1224,370,
006139.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006139.png,1036,96,1111,370,0,0.742792428,1224,370,
006139.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006139.png,846,143,879,292,0,0.773511112,1224,370,
006139.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006139.png,934,104,1006,370,0,0.782251656,1224,370,
006139.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006139.png,747,121,814,317,0,0.887952149,1224,370,
006139.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006139.png,581,135,617,268,0,0.892534733,1224,370,
006139.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006139.png,632,139,667,259,0,0.902470052,1224,370,
001266.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001266.png,984,120,1007,224,0,0.319183052,1224,370,
001266.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001266.png,876,117,890,197,0,0.422187209,1224,370,
003668.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003668.png,985,120,1008,223,0,0.273825735,1224,370,
003668.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003668.png,877,112,890,201,0,0.319584668,1224,370,
003668.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003668.png,723,157,755,269,0,0.683722496,1224,370,
006472.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006472.png,1075,116,1132,314,0,0.633964539,1224,370,
001931.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001931.png,469,125,548,374,0,0.469474345,1238,374,
001931.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001931.png,784,179,823,317,0,0.526452899,1238,374,
004164.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004164.png,442,142,452,211,0,0.668635726,1242,375,
000736.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000736.png,237,180,276,306,0,0.251852334,1242,375,
000201.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000201.png,428,163,443,238,0,0.268447399,1242,375,
000201.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000201.png,413,167,431,239,0,0.452902585,1242,375,
000201.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000201.png,455,165,469,230,0,0.472819448,1242,375,
003856.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003856.png,875,117,889,198,0,0.4369753,1224,370,
003856.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003856.png,984,122,1007,222,0,0.4419882,1224,370,
005576.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005576.png,296,128,319,267,0,0.492900491,1242,375,
003956.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003956.png,634,149,644,200,0,0.308233619,1242,375,
006029.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006029.png,456,106,533,325,0,0.894604802,1224,370,
001010.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001010.png,764,142,774,211,0,0.265013188,1242,375,
002284.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002284.png,657,167,668,214,0,0.268140435,1242,375,
002284.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002284.png,670,167,681,220,0,0.369013011,1242,375,
000911.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000911.png,525,174,533,218,0,0.323491365,1238,374,
007410.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007410.png,777,163,803,288,0,0.923436463,1238,374,
003247.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003247.png,969,117,998,291,0,0.252031952,1224,370,
003247.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003247.png,978,133,1011,298,0,0.781872332,1224,370,
000472.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000472.png,967,126,1028,319,0,0.440160155,1242,375,
002432.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002432.png,671,166,682,217,0,0.581669867,1242,375,
002786.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002786.png,356,128,378,273,0,0.322663128,1242,375,
000572.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000572.png,513,175,525,228,0,0.350896716,1241,376,
003630.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003630.png,671,167,683,225,0,0.674177289,1242,375,
001787.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001787.png,1139,104,1206,324,0,0.40909335,1242,375,
003385.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003385.png,291,169,302,229,0,0.445854843,1242,375,
004321.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004321.png,479,144,509,309,0,0.312773168,1238,374,
004321.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004321.png,492,161,529,297,0,0.448684514,1238,374,
004321.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004321.png,517,162,549,292,0,0.592926025,1238,374,
004321.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004321.png,907,124,968,307,0,0.845945716,1238,374,
000754.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000754.png,812,175,835,264,0,0.272075027,1242,375,
002282.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002282.png,555,162,567,228,0,0.402016282,1238,374,
002282.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002282.png,418,169,447,289,0,0.445437729,1238,374,
003207.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003207.png,1034,144,1069,299,0,0.409890503,1238,374,
003207.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003207.png,462,161,475,224,0,0.591348946,1238,374,
001113.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001113.png,740,123,818,319,0,0.822431743,1224,370,
002994.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002994.png,530,151,566,286,0,0.951727569,1224,370,
000076.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000076.png,179,141,265,374,0,0.322989941,1238,374,
000076.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000076.png,966,153,1002,286,0,0.565922439,1238,374,
005064.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005064.png,985,120,1008,223,0,0.323114097,1224,370,
005064.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005064.png,876,113,890,201,0,0.356029272,1224,370,
005064.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005064.png,628,163,664,265,0,0.753592908,1224,370,
002108.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002108.png,379,119,435,317,0,0.897741795,1224,370,
004185.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004185.png,875,116,890,198,0,0.471068949,1224,370,
004185.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004185.png,987,124,1010,218,0,0.493002772,1224,370,
005532.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005532.png,545,132,566,226,0,0.426614374,1224,370,
005532.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005532.png,522,130,546,228,0,0.657752812,1224,370,
005532.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005532.png,848,148,880,272,0,0.777489007,1224,370,
005532.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005532.png,1063,124,1126,366,0,0.914687097,1224,370,
005532.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005532.png,1030,131,1098,355,0,0.971353531,1224,370,
000401.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000401.png,125,121,176,375,0,0.702654839,1242,375,
005584.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005584.png,438,170,450,218,0,0.537635803,1242,375,
002243.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002243.png,3,39,61,374,0,0.255477041,1238,374,
007327.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007327.png,870,124,955,326,0,0.945756555,1224,370,
005329.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005329.png,942,156,974,297,0,0.88327539,1224,370,
001813.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001813.png,677,144,689,207,0,0.412325352,1242,375,
004532.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004532.png,366,159,388,250,0,0.276325047,1238,374,
004532.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004532.png,508,150,530,239,0,0.402812272,1238,374,
004532.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004532.png,1177,115,1232,374,0,0.480459213,1238,374,
005988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005988.png,489,136,515,242,0,0.283139467,1224,370,
005988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005988.png,518,138,547,239,0,0.383951008,1224,370,
005988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005988.png,537,129,560,229,0,0.570836186,1224,370,
005988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005988.png,721,124,770,287,0,0.599947333,1224,370,
005988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005988.png,656,126,711,306,0,0.694063962,1224,370,
005988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005988.png,474,136,499,246,0,0.766484618,1224,370,
005988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005988.png,582,143,613,236,0,0.802867174,1224,370,
005988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005988.png,611,138,644,238,0,0.842392981,1224,370,
002548.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002548.png,715,153,737,239,0,0.293518275,1238,374,
002548.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002548.png,716,164,730,224,0,0.499061733,1238,374,
004850.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004850.png,755,146,788,263,0,0.509885192,1242,375,
004850.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004850.png,784,151,814,261,0,0.670675695,1242,375,
006265.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006265.png,890,160,905,228,0,0.273986161,1242,375,
001817.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001817.png,422,153,451,300,0,0.781390369,1224,370,
000595.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000595.png,694,144,708,207,0,0.252689272,1238,374,
000595.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000595.png,747,138,762,196,0,0.395056069,1238,374,
000595.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000595.png,375,138,441,365,0,0.969775021,1238,374,
003054.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003054.png,886,170,916,258,0,0.726586699,1242,375,
004797.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004797.png,705,127,768,310,0,0.286105901,1224,370,
004797.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004797.png,718,161,756,286,0,0.721572459,1224,370,
005922.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005922.png,677,142,690,206,0,0.467878133,1242,375,
006872.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006872.png,601,149,623,243,0,0.587248266,1238,374,
006872.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006872.png,302,158,329,274,0,0.884364367,1238,374,
004903.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004903.png,539,115,611,370,0,0.964733064,1224,370,
005801.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005801.png,777,114,855,318,0,0.844309807,1224,370,
005172.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005172.png,499,176,511,230,0,0.450493276,1242,375,
005172.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005172.png,658,167,670,222,0,0.830529511,1242,375,
003202.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003202.png,87,162,122,288,0,0.280369103,1242,375,
004693.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004693.png,843,153,867,238,0,0.482867569,1242,375,
001814.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001814.png,875,118,890,197,0,0.497264385,1224,370,
001814.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001814.png,983,123,1007,220,0,0.54383564,1224,370,
005482.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005482.png,1060,141,1093,243,0,0.364857823,1224,370,
005482.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005482.png,876,116,890,199,0,0.410732567,1224,370,
005482.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005482.png,986,127,1008,218,0,0.520605743,1224,370,
005482.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005482.png,1081,140,1115,247,0,0.556780219,1224,370,
005482.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005482.png,1098,141,1126,244,0,0.71058625,1224,370,
006454.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006454.png,464,163,476,227,0,0.274252981,1242,375,
004419.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004419.png,977,136,1012,264,0,0.870403767,1242,375,
002728.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002728.png,658,161,667,206,0,0.272809952,1242,375,
000492.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000492.png,529,180,538,223,0,0.285210937,1241,376,
004665.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004665.png,633,125,688,326,0,0.324738741,1238,374,
004665.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004665.png,695,154,754,338,0,0.363159984,1238,374,
004065.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004065.png,583,141,609,239,0,0.734431684,1224,370,
000372.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000372.png,692,158,706,232,0,0.464639485,1242,375,
007053.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007053.png,791,168,823,282,0,0.515231669,1242,375,
004324.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004324.png,118,167,155,319,0,0.465115607,1242,375,
006151.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006151.png,749,145,827,304,0,0.471236736,1224,370,
000964.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000964.png,767,162,821,339,0,0.542625964,1238,374,
000964.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000964.png,973,122,1053,374,0,0.581665039,1238,374,
000964.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000964.png,728,176,766,307,0,0.640988529,1238,374,
000964.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000964.png,887,143,954,374,0,0.82684207,1238,374,
003011.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003011.png,548,172,557,216,0,0.349372536,1242,375,
006088.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006088.png,222,168,286,335,0,0.6529935,1238,374,
006088.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006088.png,679,128,738,325,0,0.715168655,1238,374,
006088.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006088.png,755,146,818,342,0,0.755920887,1238,374,
002348.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002348.png,86,118,265,374,0,0.287408024,1238,374,
002348.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002348.png,137,101,215,374,0,0.945724905,1238,374,
004588.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004588.png,788,173,813,283,0,0.627120078,1238,374,
001996.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001996.png,89,122,111,281,0,0.287360728,1242,375,
007280.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007280.png,427,162,440,248,0,0.399152249,1242,375,
002516.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002516.png,246,169,269,316,0,0.308344066,1242,375,
004111.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004111.png,659,160,668,206,0,0.568325222,1242,375,
003981.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003981.png,199,121,251,320,0,0.723209202,1224,370,
005760.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005760.png,703,121,763,314,0,0.778167784,1224,370,
005714.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005714.png,650,150,705,309,0,0.313705981,1238,374,
005714.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005714.png,680,159,719,293,0,0.351463646,1238,374,
005714.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005714.png,512,166,545,292,0,0.356485426,1238,374,
005714.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005714.png,637,150,672,302,0,0.416026831,1238,374,
005714.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005714.png,621,144,643,264,0,0.416965336,1238,374,
